path,role,status,publishability
results/fed_cycle_realtime_regime_dashboard_v1/DASHBOARD_STATE.json,Machine-readable release-aware dashboard state,QC_PASS_CURRENT_CONTEXT,PUBLIC_SAFE
results/fed_cycle_realtime_regime_dashboard_v1/FED_CYCLE_REALTIME_REGIME_DASHBOARD_023_REPORT.md,023 current-regime dashboard report,QC_PASS_CURRENT_CONTEXT,PUBLIC_SAFE
results/fed_cycle_realtime_regime_dashboard_v1/QC.json,023 real-time regime dashboard QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_FIGURE_REGISTRY_024_LOCK.md,Figure registry frozen visual-evidence design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_FIGURE_REGISTRY_024_CLOSEOUT.md,Figure registry closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_figure_registry_024_v1.py,Reproducible visual-spec registry builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-figure-registry-024-v1.yml,Automated 024 figure-registry workflow,CANONICAL,PUBLIC
results/fed_cycle_figure_registry_024_v1/FIGURE_REGISTRY.csv,Canonical 48-row visual-evidence registry,QC_PASS_VISUAL_SPEC,PUBLIC_SAFE
results/fed_cycle_figure_registry_024_v1/FIGURE_REGISTRY.json,Machine-readable visual-evidence registry,QC_PASS_VISUAL_SPEC,PUBLIC_SAFE
results/fed_cycle_figure_registry_024_v1/P0_BUILD_QUEUE.csv,Frozen 13-figure P0 render queue,QC_PASS_VISUAL_SPEC,PUBLIC_SAFE
results/fed_cycle_figure_registry_024_v1/P0_BUILD_PLAN.md,P0 visual production plan with claim and boundary linkage,QC_PASS_VISUAL_SPEC,PUBLIC_SAFE
results/fed_cycle_figure_registry_024_v1/FED_CYCLE_FIGURE_REGISTRY_024_REPORT.md,024 visual-spec registry report,QC_PASS_VISUAL_SPEC,PUBLIC_SAFE
results/fed_cycle_figure_registry_024_v1/QC.json,024 visual-spec registry QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_P0_VISUAL_EVIDENCE_PACK_025_LOCK.md,P0 rendered visual pack frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_P0_VISUAL_EVIDENCE_PACK_025_CLOSEOUT.md,P0 rendered visual pack closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_p0_visual_evidence_pack_v1.py,Reproducible P0 visual renderer and render QC,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-p0-visual-evidence-pack-v1.yml,Automated 025 P0 render workflow,CANONICAL,PUBLIC
results/fed_cycle_p0_visual_evidence_pack_v1/RENDER_MANIFEST.csv,Rendered-file/source-bundle hash manifest,QC_PASS_VISUAL_DELIVERY,PUBLIC_SAFE
results/fed_cycle_p0_visual_evidence_pack_v1/SOURCE_FILE_HASHES.csv,Exact source-file hash registry for P0 renderer,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_p0_visual_evidence_pack_v1/P0_VISUAL_INDEX.md,Claim/source/disclaimer-linked P0 visual index,QC_PASS_VISUAL_DELIVERY,PUBLIC_SAFE
results/fed_cycle_p0_visual_evidence_pack_v1/FED_CYCLE_P0_VISUAL_EVIDENCE_PACK_025_REPORT.md,025 rendered visual pack report,QC_PASS_VISUAL_DELIVERY,PUBLIC_SAFE
results/fed_cycle_p0_visual_evidence_pack_v1/QC.json,025 render and provenance QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_p0_visual_evidence_pack_v1/figures/,39 canonical P0 SVG/PNG visual artifacts,QC_PASS_VISUAL_DELIVERY,PUBLIC_SAFE
research/FED_CYCLE_CONTENT_PRODUCTION_LIBRARY_026_LOCK.md,Content production library frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_CONTENT_PRODUCTION_LIBRARY_026_CLOSEOUT.md,Content production library closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_content_production_library_026_v1.py,Reproducible 026 content-library builder and QC,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-content-production-library-026-v1.yml,Automated 026 content-library workflow,CANONICAL,PUBLIC
results/fed_cycle_content_production_library_026_v1/CONTENT_OBJECTS.csv,Six canonical Chinese content production objects,QC_PASS_CONTENT_DELIVERY,PUBLIC_SAFE
results/fed_cycle_content_production_library_026_v1/CONTENT_LIBRARY.json,Machine-readable content production library,QC_PASS_CONTENT_DELIVERY,PUBLIC_SAFE
results/fed_cycle_content_production_library_026_v1/SHORT_VIDEO_SCRIPTS_ZH.md,Claim-backed Chinese short-video scripts,QC_PASS_CONTENT_DELIVERY,PUBLIC_SAFE
results/fed_cycle_content_production_library_026_v1/LONGFORM_OUTLINES_ZH.md,Claim-backed Chinese long-form content structures,QC_PASS_CONTENT_DELIVERY,PUBLIC_SAFE
results/fed_cycle_content_production_library_026_v1/SOURCE_AND_CAVEAT_BLOCKS.md,Source freshness and caveat handoff blocks,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_content_production_library_026_v1/CONTENT_CLAIM_FIGURE_MAP.csv,Content-to-claim-and-figure provenance map,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_content_production_library_026_v1/FED_CYCLE_CONTENT_PRODUCTION_LIBRARY_026_REPORT.md,026 publishing-layer report,QC_PASS_CONTENT_DELIVERY,PUBLIC_SAFE
results/fed_cycle_content_production_library_026_v1/QC.json,026 content-library QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_P1_VISUAL_PUBLISHING_MATRIX_027_LOCK.md,P1 visual completion and publishing-matrix frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_P1_VISUAL_PUBLISHING_MATRIX_027_CLOSEOUT.md,P1 visual completion and publishing-matrix closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_p1_visual_publishing_matrix_027_v1.py,Reproducible P1 renderer and publishing-matrix builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-p1-visual-publishing-matrix-027-v1.yml,Automated 027 workflow,CANONICAL,PUBLIC
results/fed_cycle_p1_visual_publishing_matrix_027_v1/P1_RENDER_MANIFEST.csv,21-file P1 render/source provenance manifest,QC_PASS_VISUAL_DELIVERY,PUBLIC_SAFE
results/fed_cycle_p1_visual_publishing_matrix_027_v1/P1_SOURCE_FILE_HASHES.csv,P1 exact source hash registry,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_p1_visual_publishing_matrix_027_v1/PUBLISHING_MATRIX.csv,24-row content x channel publishing matrix,QC_PASS_PUBLISHING_ROUTING,PUBLIC_SAFE
results/fed_cycle_p1_visual_publishing_matrix_027_v1/PACKAGE_VISUAL_READINESS.csv,Six-package canonical visual-completion registry,QC_PASS_PUBLISHING_ROUTING,PUBLIC_SAFE
results/fed_cycle_p1_visual_publishing_matrix_027_v1/PLATFORM_PUBLISHING_GUIDE_ZH.md,Chinese platform publishing guide,CANONICAL_PRODUCTION_GUIDE,PUBLIC_SAFE
results/fed_cycle_p1_visual_publishing_matrix_027_v1/FED_CYCLE_P1_VISUAL_PUBLISHING_MATRIX_027_REPORT.md,027 visual/publishing report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_p1_visual_publishing_matrix_027_v1/QC.json,027 visual/publishing QC,QC_PASS,PUBLIC_SAFE
results/fed_cycle_p1_visual_publishing_matrix_027_v1/figures/,21 canonical P1 SVG/PNG artifacts,QC_PASS_VISUAL_DELIVERY,PUBLIC_SAFE
research/FED_CYCLE_PLATFORM_NATIVE_PRODUCTION_PACK_028_LOCK.md,Platform-native production pack frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_PLATFORM_NATIVE_PRODUCTION_PACK_028_CLOSEOUT.md,Platform-native production pack closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_platform_native_production_pack_028_v1.py,Reproducible platform-native copy/production generator,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-platform-native-production-pack-028-v1.yml,Automated 028 platform-native production workflow,CANONICAL,PUBLIC
results/fed_cycle_platform_native_production_pack_028_v1/DOUYIN_TIKTOK_SHOTLISTS_ZH.csv,42-row timed 9:16 production-plan shotlist,QC_PASS_CONTENT_PRODUCTION,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/DOUYIN_TIKTOK_CAPTIONS_ZH.md,Six Douyin/TikTok cover/caption packages,QC_PASS_CONTENT_PRODUCTION,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/XIAOHONGSHU_CAROUSELS_ZH.csv,42-card six-carousel production plan,QC_PASS_CONTENT_PRODUCTION,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/XIAOHONGSHU_CAPTIONS_ZH.md,Six Xiaohongshu post-copy packages,QC_PASS_CONTENT_PRODUCTION,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/WECHAT_DEEP_ARTICLES_ZH.md,Six complete evidence-linked Chinese deep-article drafts,QC_PASS_CONTENT_PRODUCTION,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/PANDAAI_EXPLANATION_TEMPLATES.json,Six claim/figure/freshness-linked PandaAI templates,QC_PASS_AGENT_CONTENT,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/PLATFORM_NATIVE_INDEX.csv,24-row content-to-platform production index,QC_PASS_CONTENT_PRODUCTION,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/FED_CYCLE_PLATFORM_NATIVE_PRODUCTION_PACK_028_REPORT.md,028 platform-native production report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_platform_native_production_pack_028_v1/QC.json,028 platform-native production QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_EDITORIAL_RELEASE_CANDIDATE_029_LOCK.md,Editorial release-candidate and release-operations frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_EDITORIAL_RELEASE_CANDIDATE_029_CLOSEOUT.md,Editorial release-candidate closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_editorial_release_candidate_029_v1.py,Reproducible RC/calendar/preflight generator,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-editorial-release-candidate-029-v1.yml,Automated 029 editorial release workflow,CANONICAL,PUBLIC
results/fed_cycle_editorial_release_candidate_029_v1/RELEASE_CANDIDATES.csv,Six immutable-evidence RC1 objects,QC_PASS_RELEASE_CONTROL,PUBLIC_SAFE
results/fed_cycle_editorial_release_candidate_029_v1/RELEASE_CANDIDATES_ZH.md,Human-readable six-RC editorial release pack,QC_PASS_RELEASE_CONTROL,PUBLIC_SAFE
results/fed_cycle_editorial_release_candidate_029_v1/RELEASE_CALENDAR.csv,Four-week no-collision publishing calendar,QC_PASS_RELEASE_CONTROL,PUBLIC_SAFE
results/fed_cycle_editorial_release_candidate_029_v1/PREFLIGHT_CHECKLIST.md,Pre-publication evidence/freshness HOLD/GO checklist,CANONICAL_RELEASE_CONTROL,PUBLIC_SAFE
results/fed_cycle_editorial_release_candidate_029_v1/EDITORIAL_AB_TEST_RULES.md,Editorial A/B boundary rules separating packaging from factual payload,CANONICAL_RELEASE_CONTROL,PUBLIC_SAFE
results/fed_cycle_editorial_release_candidate_029_v1/PERFORMANCE_LOG_SCHEMA.csv,Post-publication metrics schema with evidence-payload-change guardrail,CANONICAL_RELEASE_CONTROL,PUBLIC_SAFE
results/fed_cycle_editorial_release_candidate_029_v1/FED_CYCLE_EDITORIAL_RELEASE_CANDIDATE_029_REPORT.md,029 release-operations report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_editorial_release_candidate_029_v1/QC.json,029 release-operations QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_RELEASE_PREFLIGHT_030_LOCK.md,First release-preflight frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_RELEASE_PREFLIGHT_030_CLOSEOUT.md,First release-preflight closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_release_preflight_030_v1.py,Reproducible RC integrity and release-status preflight,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-release-preflight-030-v1.yml,Automated 030 release-preflight workflow,CANONICAL,PUBLIC
results/fed_cycle_release_preflight_030_v1/RELEASE_PREFLIGHT_STATUS.csv,Six-RC GO/HOLD/READY release status registry,QC_PASS_RELEASE_PREFLIGHT,PUBLIC_SAFE
results/fed_cycle_release_preflight_030_v1/RC_CNT02_RELEASE_BUNDLE.csv,Exact CNT-02 first-release evidence-asset bundle,QC_PASS_RELEASE_PREFLIGHT,PUBLIC_SAFE
results/fed_cycle_release_preflight_030_v1/RC_CNT02_RELEASE_README_ZH.md,Human-readable 2026-09-28 CNT-02 release bundle,QC_PASS_RELEASE_PREFLIGHT,PUBLIC_SAFE
results/fed_cycle_release_preflight_030_v1/RC_CNT04_HOLD_NOTE.md,CNT-04 NBER-current-chronology reverify HOLD note,CANONICAL_RELEASE_CONTROL,PUBLIC_SAFE
results/fed_cycle_release_preflight_030_v1/PREFLIGHT_AUDIT.json,Machine-readable six-RC internal preflight audit,QC_PASS_RELEASE_PREFLIGHT,PUBLIC_SAFE
results/fed_cycle_release_preflight_030_v1/FED_CYCLE_RELEASE_PREFLIGHT_030_REPORT.md,030 release-preflight report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_release_preflight_030_v1/QC.json,030 release-preflight QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_CNT02_FINAL_PUBLISHING_RC_031_LOCK.md,CNT-02 final publishing-candidate frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_CNT02_FINAL_PUBLISHING_RC_031_CLOSEOUT.md,CNT-02 final publishing-candidate closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_cnt02_final_publishing_rc_031_v1.py,Reproducible final CNT-02 editorial-package compiler,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-cnt02-final-publishing-rc-031-v1.yml,Automated 031 final publishing-package workflow,CANONICAL,PUBLIC
results/fed_cycle_cnt02_final_publishing_rc_031_v1/FINAL_RELEASE_COPY_ZH.md,Final locked CNT-02 release copy,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/FINAL_COVER_SPEC_ZH.md,Final non-numeric 9:16 cover specification,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/VERTICAL_STORYBOARD_9X16.csv,Seven-shot 72-second vertical storyboard,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/CNT02_FINAL_SUBTITLES_ZH.srt,Seven-cue exact-text Chinese subtitle file,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/FINAL_CAPTION_AND_PINNED_COMMENT_ZH.md,Final caption and pinned-comment copy,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/FINAL_ASSET_SEQUENCE.csv,Exact B03-B07 16:9 evidence-insert sequence,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/RELEASE_MANIFEST.json,Machine-readable final release manifest,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/AMBIGUITY_AUDIT.csv,Hook editorial-ambiguity audit,QC_PASS_FINAL_EDITORIAL,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/FED_CYCLE_CNT02_FINAL_PUBLISHING_RC_031_REPORT.md,031 final editorial report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_cnt02_final_publishing_rc_031_v1/QC.json,031 final editorial QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_FOUR_PHASE_INVESTOR_ATLAS_032_LOCK.md,Four-phase investor atlas frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_FOUR_PHASE_INVESTOR_ATLAS_032_CLOSEOUT.md,Four-phase investor atlas closeout,CANONICAL,PUBLIC_SAFE
scripts/run_fed_cycle_four_phase_investor_atlas_032_v1.py,Reproducible 032 investor-atlas builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-four-phase-investor-atlas-032-v1.yml,Automated 032 workflow,CANONICAL,PUBLIC
results/fed_cycle_four_phase_investor_atlas_032_v1/CORE_FOUR_PHASE_ATLAS.csv,20-row core asset-phase atlas,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/RATES_CASH_FOUR_PHASE_ATLAS.csv,12-row rates/cash phase atlas,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/STRESS_FOUR_PHASE_ATLAS.csv,12-row stress phase atlas,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/EXTENSION_ASSET_ATLAS.csv,32-row extension/diagnostic asset atlas,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/INVESTOR_QUESTION_REGISTRY.csv,20 evidence-linked investor questions,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/MYTH_AUDIT.csv,12-row market-rule myth audit,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/FOUR_PHASE_SIGNATURES_ZH.md,Chinese four-phase evidence signatures,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/INVESTOR_KNOWLEDGE_SYNTHESIS_ZH.md,Chinese investor knowledge synthesis,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/PANDAAI_PHASE_EXPLANATION_SCHEMA.json,PandaAI non-prescriptive phase explanation schema,QC_PASS_AGENT_SCHEMA,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/FED_CYCLE_FOUR_PHASE_INVESTOR_ATLAS_032_REPORT.md,032 report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_four_phase_investor_atlas_032_v1/QC.json,032 QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_GOLD_MECHANISM_DECOMPOSITION_033_LOCK.md,Gold mechanism decomposition frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_GOLD_MECHANISM_DECOMPOSITION_033_CLOSEOUT.md,Gold mechanism decomposition closeout,CANONICAL,PUBLIC_SAFE
data/public/GOLD_MECHANISM_LITERATURE_REGISTRY_20260926.csv,Frozen Gold mechanism external-literature context registry,CANONICAL_CONTEXT,PUBLIC_SAFE
scripts/run_fed_cycle_gold_mechanism_decomposition_033_v1.py,Reproducible Gold mechanism evidence-map builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-gold-mechanism-decomposition-033-v1.yml,Automated 033 workflow,CANONICAL,PUBLIC
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_MECHANISM_EVIDENCE_MATRIX.csv,12-row repository mechanism evidence matrix,QC_PASS_MECHANISM_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_PHASE_PROFILE.csv,Four-phase Gold historical profile,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_FIRST_HIKE_STATE_CONTRASTS.csv,Supported event-state Gold contrasts plus USD diagnostic,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_MONTHLY_SECONDARY_DIAGNOSTICS.csv,Monthly Gold mechanism secondary diagnostics,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_STRESS_TIMING_MAP.csv,Gold vs stress-peak timing map,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_MECHANISM_LITERATURE_REGISTRY.csv,Frozen literature-context copy,QC_PASS_CONTEXT,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_MECHANISM_CLAIM_REGISTRY.csv,Gold mechanism claim registry,QC_PASS_MECHANISM_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_MECHANISM_SYNTHESIS_ZH.md,Chinese Gold mechanism synthesis,QC_PASS_MECHANISM_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/GOLD_MECHANISM_MYTH_AUDIT.csv,Gold myth-vs-evidence audit,QC_PASS_MECHANISM_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/PANDAAI_GOLD_MECHANISM_SCHEMA.json,PandaAI Gold mechanism explanation schema,QC_PASS_AGENT_SCHEMA,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/FED_CYCLE_GOLD_MECHANISM_DECOMPOSITION_033_REPORT.md,033 report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_gold_mechanism_decomposition_033_v1/QC.json,033 QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_HOUSING_LAG_CHAIN_034_LOCK.md,Housing lag-chain frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_HOUSING_LAG_CHAIN_034_AMENDMENT.md,Post-run paired-ordering and anchor-reset diagnostic amendment,CANONICAL_DIAGNOSTIC,PUBLIC_SAFE
research/FED_CYCLE_HOUSING_LAG_CHAIN_034_CLOSEOUT.md,Housing lag-chain closeout,CANONICAL,PUBLIC_SAFE
data/public/HOUSING_LAG_CHAIN_SOURCE_SPEC_20260926.csv,Official public housing financing/activity source specification,CANONICAL_SOURCE_SPEC,PUBLIC_SAFE
scripts/run_fed_cycle_housing_lag_chain_034_v1.py,Reproducible housing lag-chain builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-housing-lag-chain-034-v1.yml,Automated 034 workflow,CANONICAL,PUBLIC
results/fed_cycle_housing_lag_chain_034_v1/SOURCE_REGISTRY.csv,Frozen source hashes/retrieval metadata for five new series,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_FINANCING_PHASE_METRICS.csv,84 financing event rows,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_ACTIVITY_PHASE_METRICS.csv,84 activity event rows,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_FINANCING_PHASE_SUMMARY.csv,Financing phase summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_ACTIVITY_PHASE_SUMMARY.csv,Housing activity phase summary,QC_PASS_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_LAG_CHAIN_EPISODE_PANEL.csv,28-row paired housing lag-chain episode panel,QC_PASS_MECHANISM_TIMING,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_LAG_CHAIN_PHASE_SUMMARY.csv,Four-phase housing lag summary,QC_PASS_MECHANISM_TIMING,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_ORDERING_DIAGNOSTICS.csv,Post-run paired ordering / anchor-reset diagnostic,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_CASE_AUDIT.csv,B05/B07 housing episode audit,QC_PASS_CASE_AUDIT,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_INVESTOR_QUESTION_REGISTRY.csv,15 evidence-linked housing questions,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/HOUSING_LAG_CHAIN_SYNTHESIS_ZH.md,Chinese housing lag-chain synthesis,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/PANDAAI_HOUSING_LAG_SCHEMA.json,PandaAI housing explanation schema,QC_PASS_AGENT_SCHEMA,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/FED_CYCLE_HOUSING_LAG_CHAIN_034_REPORT.md,034 report,QC_PASS,PUBLIC_SAFE
results/fed_cycle_housing_lag_chain_034_v1/QC.json,034 QC,QC_PASS,PUBLIC_SAFE
research/FED_CYCLE_LONG_TREASURY_PROXY_BRIDGE_035_LOCK.md,Long-duration Treasury proxy bridge frozen design,CANONICAL,PUBLIC_SAFE
research/FED_CYCLE_LONG_TREASURY_PROXY_BRIDGE_035_CLOSEOUT.md,Long-duration Treasury proxy bridge closeout,CANONICAL,PUBLIC_SAFE
data/public/LONG_TREASURY_PROXY_SOURCE_SPEC_20260926.csv,TLT/VUSTX proxy source specification,CANONICAL_SOURCE_SPEC,PUBLIC_SAFE
scripts/run_fed_cycle_long_treasury_proxy_bridge_035_v1.py,Reproducible TLT-VUSTX bridge and extension builder,CANONICAL,PUBLIC_SAFE
.github/workflows/fed-cycle-long-treasury-proxy-bridge-035-v1.yml,Automated 035 workflow,CANONICAL,PUBLIC
results/fed_cycle_long_treasury_proxy_bridge_035_v1/SOURCE_REGISTRY.csv,TLT/VUSTX source hashes and acquisition metadata,QC_PASS_PROVENANCE,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/MONTHLY_OVERLAP_DIAGNOSTICS.csv,Monthly TLT-VUSTX bridge diagnostics,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/COMMON_EVENT_BRIDGE_PANEL.csv,Common Fed-event TLT-VUSTX bridge panel,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/COMMON_PHASE_BRIDGE_SUMMARY.csv,Four-phase common-sample bridge summary,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/BRIDGE_GATE_AUDIT.csv,Frozen bridge gate audit,QC_PASS_MEASUREMENT_BRIDGE,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/VUSTX_EXTENDED_PHASE_METRICS.csv,Extended VUSTX proxy Fed-cycle event metrics,QC_PASS_PROXY_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/VUSTX_EXTENDED_PHASE_SUMMARY.csv,Extended VUSTX proxy phase summary,QC_PASS_PROXY_DESCRIPTIVE,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/VUSTX_24M_DIAGNOSTICS.csv,Secondary 24M VUSTX proxy diagnostics,QC_PASS_DIAGNOSTIC,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/LONG_TREASURY_INVESTOR_QUESTIONS.csv,Long-duration Treasury investor questions,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
results/fed_cycle_long_treasury_proxy_bridge_035_v1/LONG_TREASURY_SYNTHESIS_ZH.md,Chinese long-duration Treasury synthesis,QC_PASS_KNOWLEDGE_SYNTHESIS,PUBLIC_SAFE
